date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-02-06 00:00:00,-14.9,-18.4,-11.9,0,320,322,8.7,20.4,1021.1,
2021-02-07 00:00:00,-17.7,-23.6,-12.7,,320,70,4.7,9.3,1023.2,
2021-02-08 00:00:00,-13.8,-18.7,-10.4,,310,78,12.6,33.3,1017.5,
2021-02-09 00:00:00,-10.6,-11,-8.7,4.1,351,70,14.9,35.2,1007.5,
2021-02-10 00:00:00,-12.8,-14,-9.7,,351,78,9.2,20.4,1009.8,
2021-02-11 00:00:00,-13.1,-15,-11.4,,,30,15.4,24.1,1017.1,
2021-02-12 00:00:00,-14.2,-15.5,-13,,,343,22,33.3,1022.7,
2021-02-13 00:00:00,-5.9,-16.1,-3.7,,330,334,16.9,31.5,1022.7,
2021-02-14 00:00:00,-3.2,-5,-0.5,0.5,330,322,13.8,29.6,1023.7,
2021-02-15 00:00:00,-8.2,-13.2,-5,0,330,323,10,22.2,1029.2,
2021-02-16 00:00:00,-10.2,-17.9,-4.3,,330,182,7.7,20.4,1023.9,
2021-02-17 00:00:00,-7.8,-11,-0.7,,320,114,7.3,14.8,1017.1,
2021-02-18 00:00:00,-15.7,-19,-10.3,0,320,81,7.7,14.8,1025.3,
2021-02-19 00:00:00,-15.1,-19,-6,,320,161,16,29.6,1022.2,
2021-02-20 00:00:00,-3.5,-8,1.1,,,212,11,18.5,1021.9,
2021-02-21 00:00:00,0.3,-0.2,5,,259,197,13.3,22.2,1022.6,
2021-02-22 00:00:00,1.6,-4.6,9.9,,249,200,7.6,18.5,1023.5,
2021-02-23 00:00:00,0.3,-4.1,3.3,,239,155,12.4,25.9,1028.5,
2021-02-24 00:00:00,3.1,1.1,5.7,,211,231,8.9,18.5,1028.1,
2021-02-25 00:00:00,6,2,12.4,0.5,160,225,13.9,25.9,1023.6,
2021-02-26 00:00:00,4.1,2,6.4,,130,263,19.3,37,1016.9,
2021-02-27 00:00:00,2.5,-0.1,5.7,,30,314,18.8,35.2,1020.1,
2021-02-28 00:00:00,2.2,-1,4.9,0,,294,13.5,33.3,1023.8,
2021-03-01 00:00:00,1.2,-2,3.1,,,262,11,27.8,1028.5,
2021-03-02 00:00:00,2.8,1,7.4,,,293,17.5,37,1025.1,
2021-03-03 00:00:00,0.4,-3,4.8,,,263,11.8,24.1,1024.3,
2021-03-04 00:00:00,-0.8,-2.5,2.1,,,283,12.5,25.9,1009.3,
2021-03-05 00:00:00,-2.8,-6.1,1.2,,,303,12.2,27.8,1015.8,
2021-03-06 00:00:00,-2.3,-6,1.5,,,273,16.1,31.5,1020.4,
2021-03-07 00:00:00,-1,-3.1,1.3,2,,262,22,42.6,1005.3,
2021-03-08 00:00:00,-4.5,-5,-2.7,0.5,10,321,16,31.5,1011.6,
2021-03-09 00:00:00,-5.9,-10,-0.3,,10,272,7.9,18.5,1020.9,
2021-03-10 00:00:00,-5.1,-11.2,2.2,,10,182,10.8,24.1,1021.7,
2021-03-11 00:00:00,-3.4,-9,0.9,,10,156,20.5,44.5,1015.4,
2021-03-12 00:00:00,1.3,-2.1,6.6,3.8,30,194,22.9,46.3,998.5,
2021-03-13 00:00:00,1.8,0,5.6,3,,188,18.9,35.2,1001.8,
2021-03-14 00:00:00,3.8,1,8.9,1.5,,199,21.8,40.8,996.5,
2021-03-15 00:00:00,3.1,1,8,,,211,11.5,27.8,1005.6,
2021-03-16 00:00:00,3.3,-2,9.6,0,,29,6.2,18.5,1011,
2021-03-17 00:00:00,0.7,-2.6,3.6,,,336,12.7,31.5,1013.5,
2021-03-18 00:00:00,-1.6,-4.6,0.7,,,324,8.6,20.4,1014.5,
2021-03-19 00:00:00,-1.8,-4,2.8,1,10,356,10.9,20.4,1015.6,
2021-03-20 00:00:00,-2.8,-5,1.1,0,,305,13.2,27.8,1019.1,
2021-03-21 00:00:00,-2,-4,0.3,2.8,20,235,18.9,35.2,1004.7,
2021-03-22 00:00:00,-1,-4,2.5,,,322,13.6,35.2,1008.6,
2021-03-23 00:00:00,0.4,-3,4.5,,,3,6.2,20.4,1015.8,
2021-03-24 00:00:00,1.8,-6,9,,,196,5.8,20.4,1020.8,
2021-03-25 00:00:00,3.7,0,7.3,,,216,9,20.4,1019.3,
2021-03-26 00:00:00,5.9,0,12.3,,,234,9.3,24.1,1020.9,
2021-03-27 00:00:00,7,0,13.7,,,171,13.8,35.2,1020.4,
2021-03-28 00:00:00,4.8,1,8.7,0,,275,11.8,24.1,1023.6,
2021-03-29 00:00:00,3.9,-3,9.2,,,184,13,29.6,1028,
2021-03-30 00:00:00,8.9,6.3,10.3,1,,214,16.3,27.8,1025.2,
2021-03-31 00:00:00,11.5,8,16.6,,,263,16.5,35.2,1020.2,
2021-04-01 00:00:00,4.4,0,12,,,256,11.8,25.9,1013.6,
2021-04-02 00:00:00,2.4,-1.5,6.8,,,303,11,27.8,1013.4,
2021-04-03 00:00:00,2.9,0.9,6.4,0,,315,10.9,24.1,1012.4,
2021-04-04 00:00:00,2.5,-2,6.8,,,290,12,25.9,1015.6,
2021-04-05 00:00:00,4.5,-1,10,,,193,27,50,998.9,
2021-04-06 00:00:00,0.6,-2,5.4,3,10,223,17.5,38.9,998.7,
2021-04-07 00:00:00,0.7,-2,6.8,0.3,,212,10.1,27.8,1002.4,
2021-04-08 00:00:00,1.9,-1.5,6.5,1,10,258,15.2,35.2,1007.3,
2021-04-09 00:00:00,3.3,-3,7.7,,,210,21,42.6,1016.8,
2021-04-10 00:00:00,7.3,2,12.8,,,192,16.4,33.3,1015.5,
2021-04-11 00:00:00,12.2,5,20,,,122,13.6,31.5,1019.9,
2021-04-12 00:00:00,13.5,8.7,17.3,,,148,19.9,42.6,1019.5,
2021-04-13 00:00:00,6.6,3,13.1,,,318,15.3,29.6,1019.4,
2021-04-14 00:00:00,3.6,2,5.4,3,,10,17.4,24.1,1018.4,
2021-04-15 00:00:00,4.7,3.7,6.9,4.6,,46,17.9,27.8,1017.6,
2021-04-16 00:00:00,7.9,4.8,14.1,0.5,,52,16.1,27.8,1015.1,
2021-04-17 00:00:00,10.1,7,16.6,1.8,,65,10.3,25.9,1018.6,
2021-04-18 00:00:00,12.1,5,19.3,,,28,10.1,27.8,1019.3,
2021-04-19 00:00:00,10.9,3.6,16,,,63,8.7,27.8,1019.6,
2021-04-20 00:00:00,9.5,6,15,,,37,7.7,18.5,1014,
2021-04-21 00:00:00,10.2,3,16,,,229,10.9,31.5,1007.1,
2021-04-22 00:00:00,6.4,2,11,,,236,13.2,35.2,1009,
2021-04-23 00:00:00,2.1,0.9,7.1,2,,254,16.7,33.3,1012.3,
2021-04-24 00:00:00,2.8,-0.4,8,0.5,,272,15.3,37,1015.5,
2021-04-25 00:00:00,1.4,-1,7.6,0,,280,15.3,35.2,1015.1,
2021-04-26 00:00:00,0.7,-2.1,6.7,0.3,,261,10.3,25.9,1014.6,
2021-04-27 00:00:00,2.4,-2.2,6.3,2,,264,11.5,27.8,1013.2,
2021-04-28 00:00:00,5.1,2,8.7,,,250,8.5,16.7,1016,
2021-04-29 00:00:00,9.1,2.7,14.6,,,133,14.7,29.6,1011.4,
2021-04-30 00:00:00,9.9,6,16.7,2,,236,18.2,40.8,1004.8,
2021-05-01 00:00:00,7.8,4.1,11.7,,,343,9.6,18.5,1014.6,
2021-05-02 00:00:00,8.7,6,12,,,56,16.1,35.2,1009,
2021-05-03 00:00:00,3.5,0.4,8.1,22.1,,257,22.5,53.7,998.9,
2021-05-04 00:00:00,6.3,0.4,11.4,3,,245,15.1,37,1008.5,
2021-05-05 00:00:00,9.6,6,15.2,6.9,,195,15.8,35.2,1000.4,
2021-05-06 00:00:00,6.6,4,9.8,7.1,,222,16.4,40.8,1001,
2021-05-07 00:00:00,5.1,1.9,8,,,199,10.5,22.2,1005.5,
2021-05-08 00:00:00,4.4,1,9.3,,,282,12.4,31.5,1011.9,
2021-05-09 00:00:00,7.1,-2,14,,,191,10,25.9,1020.1,
2021-05-10 00:00:00,15.3,7.6,22.3,,,156,20,40.8,1020.5,
2021-05-11 00:00:00,17.7,11.5,23.7,,,142,17.4,37,1019.9,
2021-05-12 00:00:00,17.7,12,23.3,,,123,15.7,37,1015.6,
2021-05-13 00:00:00,10.1,8.9,14.2,13,,65,14.4,31.5,1005.7,
2021-05-14 00:00:00,11.4,9,14.2,,,125,11.7,27.8,1003.2,
2021-05-15 00:00:00,13.7,7,20,,,221,6.4,24.1,1005.6,
2021-05-16 00:00:00,15.5,10,21.3,,,174,11.3,25.9,1007.9,
2021-05-17 00:00:00,14.7,12,17,,,179,10.5,20.4,1005.3,
2021-05-18 00:00:00,12,10,14,8.9,,338,13.3,22.2,1002,
2021-05-19 00:00:00,11.4,9,15.6,0.8,,324,14.3,27.8,1004.5,
2021-05-20 00:00:00,11.6,9,17.1,4.1,,303,14.7,33.3,1008,
2021-05-21 00:00:00,10.3,5,15.4,4.1,,232,14,33.3,1009.6,
2021-05-22 00:00:00,12.7,8,18.6,6.1,,173,14.4,29.6,1005.8,
2021-05-23 00:00:00,10.7,8,15.5,9.9,,242,16.1,29.6,1008,
2021-05-24 00:00:00,12.2,7,17,,,264,9.5,25.9,1019.7,
2021-05-25 00:00:00,13,10,16.2,,,131,12.4,31.5,1017,
2021-05-26 00:00:00,11.9,8,16,13.5,,201,17.7,38.9,1013.3,
2021-05-27 00:00:00,12.4,8,18.7,1,,188,13.5,27.8,1013.8,
2021-05-28 00:00:00,11.5,5.9,17,,,231,4.6,16.7,1016.1,
2021-05-29 00:00:00,10.3,4,15.1,,,326,10.3,25.9,1016.5,
2021-05-30 00:00:00,12.4,7,16,,,28,15.3,29.6,1020.3,
2021-05-31 00:00:00,12,6,17,,,18,8.5,20.4,1020.9,
2021-06-01 00:00:00,12.9,7,18,,,144,6.7,20.4,1019.5,
2021-06-02 00:00:00,15.4,6.8,20.8,,,51,9.5,24.1,1024.9,
2021-06-03 00:00:00,16.7,9,22,,,29,8.7,22.2,1026.3,
2021-06-04 00:00:00,18,13,22.8,,,27,6.5,18.5,1024.7,
2021-06-05 00:00:00,18,14,23,,,334,8.7,22.2,1019.7,
2021-06-06 00:00:00,17.8,12,24,,,327,10.7,25.9,1017.2,
2021-06-07 00:00:00,19.9,13.7,25.1,,,323,12.4,27.8,1016.2,
2021-06-08 00:00:00,19.9,14,25,,,325,12.4,27.8,1016,
2021-06-09 00:00:00,16.8,15,21.1,13,,323,11.4,24.1,1015.7,
2021-06-10 00:00:00,17.4,12,23.8,,,340,7,22.2,1015,
2021-06-11 00:00:00,17,12.9,21.1,,,333,5.2,18.5,1013.9,
2021-06-12 00:00:00,17.3,11,23.6,,,232,8.7,25.9,1008.9,
2021-06-13 00:00:00,13.9,12.6,17.3,2.8,,307,13.4,29.6,1007.6,
2021-06-14 00:00:00,15.7,8.7,21.1,,,322,13.5,25.9,1017.9,
2021-06-15 00:00:00,17.5,9,23.3,,,235,10.7,25.9,1016.4,
2021-06-16 00:00:00,16.9,10.2,21.3,,,347,8.4,20.4,1019,
2021-06-17 00:00:00,19.6,10.7,26.7,,,106,5.7,18.5,1023,
2021-06-18 00:00:00,22.1,14.6,28.2,,,134,8.4,24.1,1022.9,
2021-06-19 00:00:00,23.5,16.8,29.5,,,147,8.6,24.1,1020.6,
2021-06-20 00:00:00,25,17.9,31.2,,,144,10.2,25.9,1017.7,
2021-06-21 00:00:00,25.7,21,31.6,,,123,12.6,29.6,1014.3,
2021-06-22 00:00:00,26,20.9,31,,,136,11.9,31.5,1012.6,
2021-06-23 00:00:00,26.4,21,32.8,,,147,8.9,20.4,1015.9,
2021-06-24 00:00:00,22.1,17.4,30,16,,76,6.8,16.7,1017.3,
2021-06-25 00:00:00,22.2,18.4,27,,,225,9,20.4,1013.7,
2021-06-26 00:00:00,20.2,18.1,22,,,322,10.4,20.4,1014.6,
2021-06-27 00:00:00,18.8,16,21.5,,,321,10,22.2,1014,
2021-06-28 00:00:00,19.3,15.7,23,,,306,11.7,27.8,1013.6,
2021-06-29 00:00:00,20.4,16,25.1,,,291,10.6,24.1,1012.7,
2021-06-30 00:00:00,22.1,14.9,28.2,,,132,5.1,14.8,1009.5,
2021-07-01 00:00:00,22.8,19,27.5,,,83,9.8,20.4,1008.8,
2021-07-02 00:00:00,22.3,19.9,25.4,,,67,9.6,22.2,1009.1,
2021-07-03 00:00:00,21,16,24.9,,,57,11.6,25.9,1010.2,
2021-07-04 00:00:00,21.2,17,25,,,64,11.3,22.2,1010.9,
2021-07-05 00:00:00,22,18,25.3,,,89,9.7,24.1,1011.5,
2021-07-06 00:00:00,20.4,18.5,25.3,80,,123,8.1,16.7,1014,
2021-07-07 00:00:00,23.2,17,28.2,,,156,8.8,24.1,1018.8,
2021-07-08 00:00:00,24.9,19,30,,,157,12.2,29.6,1022,
2021-07-09 00:00:00,25.3,19,30.6,,,146,12.9,31.5,1020.4,
2021-07-10 00:00:00,24.5,19,29.4,,,152,12,29.6,1017.7,
2021-07-11 00:00:00,23.4,17.8,28,,,331,10.1,18.5,1018.6,
2021-07-12 00:00:00,25.7,19,31.8,,,82,7.5,20.4,1017.2,
2021-07-13 00:00:00,25,20,31.8,,,105,6.9,22.2,1015.3,
2021-07-14 00:00:00,22.8,20,26.2,,,108,7.3,22.2,1013.6,
2021-07-15 00:00:00,24.9,18,30.9,,,89,5.4,18.5,1013.1,
2021-07-16 00:00:00,27.4,20,33,,,115,5.6,20.4,1014.1,
2021-07-17 00:00:00,23.5,18.7,30,,,355,7,18.5,1014,
2021-07-18 00:00:00,22.8,18,28,,,238,8.8,20.4,1011.4,
2021-07-19 00:00:00,20.7,15,25,,,276,11.3,24.1,1011.5,
2021-07-20 00:00:00,19.6,14,24.2,,,331,9.5,24.1,1013.1,
2021-07-21 00:00:00,19,13.9,23,,,316,13.5,29.6,1014.7,
2021-07-22 00:00:00,18.1,12,23.8,,,315,9.1,24.1,1017.7,
2021-07-23 00:00:00,19.8,14,25.1,,,272,11.5,29.6,1014.6,
2021-07-24 00:00:00,19.6,15,24.7,,,1,7,18.5,1015.8,
2021-07-25 00:00:00,21.1,10.7,28.2,,,92,5.1,14.8,1017.8,
2021-07-26 00:00:00,23.9,15.9,29.9,,,118,9.6,27.8,1017.8,
2021-07-27 00:00:00,21.5,18,28.6,1.5,,148,14.4,27.8,1013.2,
2021-07-28 00:00:00,23,17.4,29.4,,,205,8.8,24.1,1011.1,
2021-07-29 00:00:00,20.9,18,25,,,220,9.8,24.1,1008.4,
2021-07-30 00:00:00,20.1,15,24,,,228,13.5,37,1006.9,
2021-07-31 00:00:00,19.2,11,25.9,,,201,12.2,31.5,1006.4,
2021-08-01 00:00:00,20.4,15,25,,,218,11.3,31.5,1007,
2021-08-02 00:00:00,15.6,15,18.9,34,,326,12,33.3,1003.5,
2021-08-03 00:00:00,15.6,13,19,,,222,14.3,27.8,1010.9,
2021-08-04 00:00:00,14.8,11,20,,,122,7,16.7,1015.1,
2021-08-05 00:00:00,16,12.5,20,,,48,10.2,20.4,1012.7,
2021-08-06 00:00:00,14.7,12.9,17,24.1,,54,17.3,29.6,1002.5,
2021-08-07 00:00:00,15.6,15,17.6,4.1,,179,13.2,25.9,1003.1,
2021-08-08 00:00:00,17.8,11,24.2,,,174,12.8,35.2,1011.7,
2021-08-09 00:00:00,17.7,13.4,23.5,,,197,7.4,20.4,1017.8,
2021-08-10 00:00:00,19,12.6,24.9,,,140,6.6,16.7,1018.6,
2021-08-11 00:00:00,16.3,14,20,,,173,5.9,20.4,1014.7,
2021-08-12 00:00:00,15.9,13,19,,,276,11.4,31.5,1017,
2021-08-13 00:00:00,17.8,13.3,23.2,,,261,10.7,24.1,1021.7,
2021-08-14 00:00:00,19.3,13,25.9,,,192,12.1,33.3,1017.8,
2021-08-15 00:00:00,18.8,13,25,,,231,13.2,33.3,1013,
2021-08-16 00:00:00,18.9,11,26.2,,,152,9.7,25.9,1010.2,
2021-08-17 00:00:00,17.9,13,20.4,,,184,14,33.3,1006.1,
2021-08-18 00:00:00,14.8,10.6,19,,,197,18.8,38.9,1009,
2021-08-19 00:00:00,14.9,11,18.6,,,202,17.2,35.2,1008.5,
2021-08-20 00:00:00,16.6,12,20.6,0.3,,210,10.2,25.9,1013.8,
2021-08-21 00:00:00,15.9,12.5,19,,,262,11.5,27.8,1016,
2021-08-22 00:00:00,14,8,19.5,,,263,6.8,22.2,1019.1,
2021-08-23 00:00:00,14.9,8.2,20.7,,,318,6.5,16.7,1021,
2021-08-24 00:00:00,12.8,8,17,,,357,13.5,24.1,1022.2,
2021-08-25 00:00:00,11.9,6.2,17,,,283,7.9,18.5,1015.8,
2021-08-26 00:00:00,13.2,10,16,2,,152,11.2,27.8,1008,
2021-08-27 00:00:00,16,11,21.1,,,70,6.1,13,1011.9,
2021-08-28 00:00:00,13.7,11,16.2,,,58,6.1,14.8,1011.6,
2021-08-29 00:00:00,14.7,13.7,17,6.9,,171,10.5,22.2,1012.4,
2021-08-30 00:00:00,14.8,13,17,15.5,,53,11,22.2,1012.8,
2021-08-31 00:00:00,15.6,14.6,18,19.1,,70,8.2,18.5,1009.4,
2021-09-01 00:00:00,14.4,13,17,,,331,15.6,29.6,1011.9,
2021-09-02 00:00:00,11.6,8,14.9,,,309,14.4,31.5,1016.4,
2021-09-03 00:00:00,11.8,7.7,19.3,,,277,15.9,38.9,1011.9,
2021-09-04 00:00:00,9.3,5,14.8,,,314,9.8,25.9,1017.1,
2021-09-05 00:00:00,8.9,4.7,13.8,,,314,8.6,20.4,1024.6,
2021-09-06 00:00:00,9.5,4,15.5,,,221,4.6,16.7,1027,
2021-09-07 00:00:00,10.9,5,18,,,196,8.6,20.4,1025.7,
2021-09-08 00:00:00,13.4,6,20.4,,,207,11.7,27.8,1022.9,
2021-09-09 00:00:00,15.9,8,24,,,191,9.8,25.9,1019.3,
2021-09-10 00:00:00,16.9,10,24.3,,,174,8.4,20.4,1017.4,
2021-09-11 00:00:00,17.5,10,26,,,185,9.8,22.2,1016,
2021-09-12 00:00:00,16.6,10.7,22.4,,,194,8.8,22.2,1013.6,
2021-09-13 00:00:00,15.9,14,20,0.5,,271,14.3,31.5,1012.2,
2021-09-14 00:00:00,11.6,8,15,,,307,7.4,22.2,1018,
2021-09-15 00:00:00,9.6,3,15,,,218,4.5,13,1019.7,
2021-09-16 00:00:00,11.1,8,15.4,,,106,11,24.1,1017,
2021-09-17 00:00:00,9.1,8,11.2,7.6,,83,14.5,25.9,1011.3,
2021-09-18 00:00:00,6.5,5,8.2,,,46,18.1,31.5,1011.9,
2021-09-19 00:00:00,5.9,5,7,9.9,,38,20.3,29.6,1011.3,
2021-09-20 00:00:00,4.9,4,6,1.5,,9,16.3,24.1,1014.4,
2021-09-21 00:00:00,5.5,4.7,6.8,0.5,,329,13.8,24.1,1017.5,
2021-09-22 00:00:00,6,5,7.7,0,,332,13,20.4,1018.1,
2021-09-23 00:00:00,8.1,5,11.5,,,237,12,31.5,1009.7,
2021-09-24 00:00:00,9.7,7.9,11.6,15,,271,19,33.3,995.2,
2021-09-25 00:00:00,11.8,9,16,,,250,15.9,35.2,1006.4,
2021-09-26 00:00:00,11.1,8,15.1,,,317,11.5,25.9,1020.2,
2021-09-27 00:00:00,8.4,3.7,12.3,,,63,6.4,18.5,1026.7,
2021-09-28 00:00:00,10.3,9,13.5,,,91,7.4,20.4,1028.5,
2021-09-29 00:00:00,9.4,8,11.6,,,120,10.3,29.6,1031,
2021-09-30 00:00:00,9.2,5,14.1,,,140,19,35.2,1028.6,
2021-10-01 00:00:00,8.9,6,10,,,157,11.6,24.1,1028.9,
2021-10-02 00:00:00,8.6,4.9,12.5,1.3,,132,12.2,31.5,1025.5,
2021-10-03 00:00:00,11.5,9,16.3,,,146,18,35.2,1023.2,
2021-10-04 00:00:00,11.6,7.8,16,,,141,19,38.9,1024.1,
2021-10-05 00:00:00,11.9,9,15.8,,,147,24.5,46.3,1026,
2021-10-06 00:00:00,11.3,8,15.8,,,149,27.9,50,1027.5,
2021-10-07 00:00:00,7.9,4,12.4,,,139,15.3,33.3,1034.6,
2021-10-08 00:00:00,6.8,1,14,,,141,6.5,20.4,1038.6,
2021-10-09 00:00:00,6.1,-1.2,13.9,,,72,3,13,1037.7,
2021-10-10 00:00:00,5.3,-1.8,13,,,170,5.1,18.5,1033.1,
2021-10-11 00:00:00,3.5,-0.9,8.4,,,166,8.9,27.8,1022.2,
2021-10-12 00:00:00,5,0,11,,,183,11.2,22.2,1010.5,
2021-10-13 00:00:00,4.8,0.1,10,,,216,8.3,20.4,1012.5,
2021-10-14 00:00:00,5.3,2,8.5,,,220,8.3,20.4,1017.2,
2021-10-15 00:00:00,8.3,3.3,11,3.8,,194,21.3,35.2,1010.5,
2021-10-16 00:00:00,8.4,6,11,,,235,15.9,31.5,1012.2,
2021-10-17 00:00:00,7.1,5,9.2,0,,230,14.9,27.8,1014.7,
2021-10-18 00:00:00,6.7,4,9.8,,,280,12.9,29.6,1017.4,
2021-10-19 00:00:00,3.6,-2,8.4,,,227,8.1,20.4,1023.2,
2021-10-20 00:00:00,9.6,5.7,13,1.5,,185,22.4,35.2,1008.5,
2021-10-21 00:00:00,11.8,11,13.6,2,,198,25.1,44.5,994.8,
2021-10-22 00:00:00,6.9,6,8.2,3,,226,26.2,46.3,998.2,
2021-10-23 00:00:00,5.1,4,8.5,4.1,,256,18.7,38.9,1008.2,
2021-10-24 00:00:00,3.3,1,6.1,,,297,11.8,27.8,1026.8,
2021-10-25 00:00:00,2.5,-2,9,,,177,15.6,33.3,1027.2,
2021-10-26 00:00:00,4.5,0.6,9.5,,,188,15.9,27.8,1018.6,
2021-10-27 00:00:00,8.8,4.4,11,3.3,,232,16,33.3,1017.4,
2021-10-28 00:00:00,11.2,10,12.7,2,,255,15,33.3,1020,
2021-10-29 00:00:00,10.8,9,14.2,,,185,15.8,29.6,1022.5,
2021-10-30 00:00:00,9.8,6.8,14.1,,,165,17.9,29.6,1020.1,
2021-10-31 00:00:00,8.4,5,12.7,,,164,18.8,31.5,1017.5,
2021-11-01 00:00:00,6.7,2.6,11.1,,,150,18.1,35.2,1013.6,
2021-11-02 00:00:00,5.9,3.9,8,,,126,15.8,33.3,1008.9,
2021-11-03 00:00:00,6.2,5,7.4,9.9,,167,11.2,24.1,1005.6,
2021-11-04 00:00:00,7.6,4.7,11,,,143,16.3,35.2,1010.9,
2021-11-05 00:00:00,8.5,6.7,11.1,,,202,24.1,46.3,1008.8,
2021-11-06 00:00:00,7.2,5.7,8.7,2,,232,21.4,42.6,1014.6,
2021-11-07 00:00:00,6.2,5,8,3.8,,210,22.8,37,1008.6,
2021-11-08 00:00:00,4.3,1.5,6.3,6.1,,285,18.4,35.2,1009.3,
2021-11-09 00:00:00,-0.4,-2,2.1,,,277,9.7,20.4,1029.3,
2021-11-10 00:00:00,0.9,-1.7,3,0.3,,186,20.4,31.5,1028.9,
2021-11-11 00:00:00,2.3,0.6,4,,,192,12.8,25.9,1020.3,
2021-11-12 00:00:00,5.7,0.3,8,,,258,13.9,31.5,1018.1,
2021-11-13 00:00:00,1.9,-0.1,3.4,,,147,7.5,22.2,1023.9,
2021-11-14 00:00:00,2.7,2,3.6,,,93,9.9,22.2,1026.9,
2021-11-15 00:00:00,0.4,-1,2.3,,,108,9.2,18.5,1035.4,
2021-11-16 00:00:00,1.1,0,2.3,0,,163,11.8,22.2,1030.4,
2021-11-17 00:00:00,2.5,2,3.1,0,,177,17.1,27.8,1020.3,
2021-11-18 00:00:00,4.1,1.9,6.1,0.5,,220,16.9,29.6,1013.3,
2021-11-19 00:00:00,7.2,4,10,7.9,,245,17,44.5,1003.9,
2021-11-20 00:00:00,7.3,4.5,10,,,278,22.5,46.3,1003.3,
2021-11-21 00:00:00,5.3,2,8,14,,275,18.4,35.2,999.8,
2021-11-22 00:00:00,-1.6,-6.7,3,,,317,8.4,20.4,1016,
2021-11-23 00:00:00,-1.8,-9,1.1,3,20,212,9.4,25.9,1016.5,
2021-11-24 00:00:00,1.9,-0.3,4.2,0,20,216,14.3,27.8,1016.5,
2021-11-25 00:00:00,3.1,0.9,4.6,0.8,,203,16.4,29.6,1009.8,
2021-11-26 00:00:00,0.9,0,2.7,0,,189,15.6,31.5,1000.2,
2021-11-27 00:00:00,0.1,0,1,10.9,51,57,10.1,20.4,992.5,
2021-11-28 00:00:00,0.4,0,1,,,179,11.4,20.4,999.2,
2021-11-29 00:00:00,-0.2,-2.5,1,8.9,10,25,13.4,35.2,989.5,
2021-11-30 00:00:00,-2.4,-5.3,0,2,30,271,18.9,46.3,988.7,
2021-12-01 00:00:00,-3.7,-6,-0.4,,,245,10.7,27.8,995.1,
2021-12-02 00:00:00,1.3,-4.5,3.3,6.1,51,190,24.2,44.5,987.4,
2021-12-03 00:00:00,-0.2,-1.4,2.1,0.5,20,242,22.1,42.6,997.5,
2021-12-04 00:00:00,-1.7,-2,0,1.5,20,193,14.5,25.9,1004.6,
2021-12-05 00:00:00,-1.4,-2,-0.1,0.3,41,97,6.4,18.5,1009.1,
2021-12-06 00:00:00,-5.1,-8.5,-2,0.5,51,38,10.3,18.5,1013.1,
2021-12-07 00:00:00,-10.9,-12.1,-8,0,51,341,8.9,16.7,1016.5,
2021-12-08 00:00:00,-13.3,-15,-8.7,0,61,71,7.9,20.4,1019.6,
2021-12-09 00:00:00,-9.4,-15,-4.3,0,61,85,12.4,29.6,1017.6,
2021-12-10 00:00:00,0.2,-5.6,3,0,51,117,18.1,31.5,1010.5,
2021-12-11 00:00:00,1.9,-0.3,3,5.1,10,9,6.8,24.1,1012.4,
2021-12-12 00:00:00,-0.7,-2.3,0,,,303,7.3,14.8,1021.8,
2021-12-13 00:00:00,-2.9,-3.4,-2,,,306,5.4,13,1025.8,
2021-12-14 00:00:00,-3.2,-4.4,-1.6,0,10,187,14.1,25.9,1024.5,
2021-12-15 00:00:00,0.6,-2.4,2,0.3,10,207,12.7,27.8,1022.4,
2021-12-16 00:00:00,4.2,1.4,6,1,,264,17.4,35.2,1017.7,
2021-12-17 00:00:00,1.8,1,3,0.5,,324,16.8,31.5,1020.2,
2021-12-18 00:00:00,1.8,0,4.3,3,,288,14.2,31.5,1019.6,
2021-12-19 00:00:00,1.9,0,4,0.8,,302,20.4,37,1000.9,
2021-12-20 00:00:00,-4.9,-9,0,1,10,350,21,31.5,1007.9,
2021-12-21 00:00:00,-9.1,-10.2,-6.8,0.8,20,320,11.5,20.4,1017.3,
2021-12-22 00:00:00,-11.2,-14.1,-8.5,0,20,308,9.9,22.2,1023.5,
2021-12-23 00:00:00,-8.9,-16,-4.4,0.3,20,184,15.7,31.5,1015,
2021-12-24 00:00:00,-5.3,-8.2,-2.6,1,61,188,20.7,29.6,993.5,
2021-12-25 00:00:00,-6.9,-10.2,-4.1,0.8,51,262,16.3,29.6,999.8,
2021-12-26 00:00:00,-5.4,-10,-1.8,1,61,255,15.5,35.2,1007.5,
2021-12-27 00:00:00,-6.7,-11.4,-4.8,0,61,195,12.5,20.4,1018,
2021-12-28 00:00:00,-10.1,-13,-8.1,,,143,13.4,33.3,1018.4,
2021-12-29 00:00:00,-8.6,-10.2,-6.5,,,145,20.3,33.3,1012.9,
2021-12-30 00:00:00,-5.3,-10.3,-1.5,0.3,61,170,16.4,25.9,1011.4,
2021-12-31 00:00:00,1.6,-2,3.7,,,206,11,22.2,1005.3,
2022-01-01 00:00:00,1.9,-2,4.3,3.3,10,302,17,33.3,1010.4,
2022-01-02 00:00:00,-2.2,-6.3,0.3,8.9,,174,16,33.3,1012.9,
2022-01-03 00:00:00,3.5,0.2,5,6.9,,261,13.3,24.1,995.3,
2022-01-04 00:00:00,3.8,2,4.5,,,209,14.6,25.9,996,
